code,name_en,sector_33,sector_17
6134,FUJI CORPORATION,Machinery,MACHINERY
6135,"Makino Milling Machine Co.,Ltd.",Machinery,MACHINERY
6136,OSG Corporation,Machinery,MACHINERY
6137,"KOIKE SANSO KOGYO CO.,LTD.",Machinery,MACHINERY
6138,"DIJET INDUSTRIAL CO.,LTD.",Machinery,MACHINERY
6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,MACHINERY
6141,"DMG MORI CO.,LTD.",Machinery,MACHINERY
6143,"Sodick Co.,Ltd.",Machinery,MACHINERY
6144,"Seibu Electric & Machinery Co.,Ltd.",Machinery,MACHINERY
6145,"NITTOKU CO.,LTD.",Machinery,MACHINERY
6146,DISCO CORPORATION,Machinery,MACHINERY
6147,"YAMAZAKI CO.,LTD.",Machinery,MACHINERY
6149,"Odawara Engineering Co.,Ltd.",Machinery,MACHINERY
6150,"TAKEDA MACHINERY CO.,LTD.",Machinery,MACHINERY
6151,"NITTO KOHKI CO.,LTD.",Machinery,MACHINERY
6155,"TAKAMATSU MACHINERY CO.,LTD.",Machinery,MACHINERY
6156,A-ONE SEIMITSU INC.,Machinery,MACHINERY
6157,"NS TOOL CO.,LTD.",Machinery,MACHINERY
6158,"WAIDA MFG.CO.,LTD.",Machinery,MACHINERY
6159,"MICRON MACHINERY CO.,LTD.",Machinery,MACHINERY
6161,ESTIC CORPORATION,Machinery,MACHINERY
6165,"PUNCH INDUSTRY CO.,LTD.",Machinery,MACHINERY
6166,"NAKAMURA CHOUKOU CO.,LTD.",Machinery,MACHINERY
6167,"Fuji Die Co.,Ltd.",Machinery,MACHINERY
6168,ONE GROUP CORP.,Machinery,MACHINERY
6171,C.E.Management Integrated Laboratory Co.Ltd,Services,"IT & SERVICES, OTHERS"
6173,Aqualine Ltd.,Services,"IT & SERVICES, OTHERS"
6174,"DENTAS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6176,Brangista Inc.,Services,"IT & SERVICES, OTHERS"
6177,AppBank Inc.,Services,"IT & SERVICES, OTHERS"
6178,"JAPAN POST HOLDINGS Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6180,"GMO Media,Inc.",Services,"IT & SERVICES, OTHERS"
6181,Tameny Inc.,Services,"IT & SERVICES, OTHERS"
6182,MetaReal Corporation,Services,"IT & SERVICES, OTHERS"
6183,"BELLSYSTEM24 HOLDINGS,INC.",Services,"IT & SERVICES, OTHERS"
6184,"Kamakura Shinsho,Ltd.",Services,"IT & SERVICES, OTHERS"
6185,SMN Corporation,Services,"IT & SERVICES, OTHERS"
6186,"ICHIKURA CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6189,Global Kids Company Corp.,Services,"IT & SERVICES, OTHERS"
6190,"PhoenixBio Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6191,AirTrip Corp.,Services,"IT & SERVICES, OTHERS"
6193,"Virtualex Holdings,Inc.",Services,"IT & SERVICES, OTHERS"
6194,"Atrae,Inc.",Services,"IT & SERVICES, OTHERS"
6195,"HOPE,INC.",Services,"IT & SERVICES, OTHERS"
6196,"Strike Company,Limited",Services,"IT & SERVICES, OTHERS"
6197,Solasto Corporation,Services,"IT & SERVICES, OTHERS"
6198,"CAREER CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6199,"SERAKU Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6200,"Insource Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6201,TOYOTA INDUSTRIES CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6203,"Howa Machinery,Ltd.",Machinery,MACHINERY
6208,"Ishikawa Seisakusho,Ltd.",Machinery,MACHINERY
6209,NPR-RIKEN CORPORATION,Machinery,MACHINERY
6210,"TOYO INNOVEX Co.,Ltd.",Machinery,MACHINERY
6217,TSUDAKOMA Corp.,Machinery,MACHINERY
6218,ENSHU Limited,Machinery,MACHINERY
6222,"SHIMA SEIKI MFG.,LTD.",Machinery,MACHINERY
6223,"Seibu Giken Co.,Ltd.",Machinery,MACHINERY
6224,"JRC Co.,Ltd.",Machinery,MACHINERY
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,MACHINERY
6227,"AIMECHATEC,Ltd.",Machinery,MACHINERY
6228,"J.E.T.Co.,LTD.",Machinery,MACHINERY
6229,OKUMURA ENGINEERING corp.,Machinery,MACHINERY
6230,SANEI LTD.,Machinery,MACHINERY
6231,"KIMURA KOHKI Co.,Ltd.",Machinery,MACHINERY
6232,ACSL Ltd.,Machinery,MACHINERY
6233,KLASS Corporation,Machinery,MACHINERY
6235,"OPTORUN CO.,LTD.",Machinery,MACHINERY
6237,"IWAKI CO.,LTD.",Machinery,MACHINERY
6238,FURYU CORPORATION,Machinery,MACHINERY
6239,NAGAOKA INTERNATIONAL CORPORATION,Machinery,MACHINERY
6240,YAMASHIN-FILTER CORP.,Machinery,MACHINERY
6245,"HIRANO TECSEED CO.,LTD.",Machinery,MACHINERY
6246,Techno Smart Corp.,Machinery,MACHINERY
6247,"HISAKA WORKS,LTD.",Machinery,MACHINERY
6248,"Yokota Manufacturing Co., Ltd.",Machinery,MACHINERY
6249,"Gamecard Holdings,Inc.",Machinery,MACHINERY
6250,YAMABIKO CORPORATION,Machinery,MACHINERY
6254,"Nomura Micro Science Co.,Ltd.",Machinery,MACHINERY
6255,NPC Incorporated,Machinery,MACHINERY
6257,"FUJISHOJI CO.,LTD.",Machinery,MACHINERY
6258,HIRATA Corporation,Machinery,MACHINERY
6262,"PEGASUS CO.,LTD.",Machinery,MACHINERY
6264,"Marumae Co.,Ltd.",Machinery,MACHINERY
6265,CONVUM Ltd.,Machinery,MACHINERY
6266,"TAZMO CO.,LTD.",Machinery,MACHINERY
6267,"GENERAL PACKER CO.,LTD.",Machinery,MACHINERY
6268,Nabtesco Corporation,Machinery,MACHINERY
6269,"MODEC,INC.",Machinery,MACHINERY
6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,MACHINERY
6273,SMC CORPORATION,Machinery,MACHINERY
6276,"SiriusVision CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6277,HOSOKAWA MICRON CORPORATION,Machinery,MACHINERY
6278,UNION TOOL CO.,Machinery,MACHINERY
6279,ZUIKO CORPORATION,Machinery,MACHINERY
6282,OILES CORPORATION,Machinery,MACHINERY
6284,"NISSEI ASB MACHINE CO.,LTD.",Machinery,MACHINERY
6286,SEIKO CORPORATION,Machinery,MACHINERY
6287,SATO CORPORATION,Machinery,MACHINERY
6289,GIKEN LTD.,Machinery,MACHINERY
6291,"AIRTECH JAPAN,LTD.",Machinery,MACHINERY
6292,"KAWATA MFG. CO.,LTD.",Machinery,MACHINERY
6293,"NISSEI PLASTIC INDUSTRIAL CO.,LTD.",Machinery,MACHINERY
6294,OKADA AIYON CORPORATION,Machinery,MACHINERY
6298,"Y.A.C.HOLDINGS CO.,LTD.",Machinery,MACHINERY
6301,KOMATSU LTD.,Machinery,MACHINERY
6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery,MACHINERY
6305,"Hitachi Construction Machinery Co.,Ltd.",Machinery,MACHINERY
6306,"NIKKO CO.,LTD.",Machinery,MACHINERY
6307,"SANSEI CO.,LTD.",Machinery,MACHINERY
6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,MACHINERY
6310,"ISEKI & CO.,LTD.",Machinery,MACHINERY
6315,TOWA CORPORATION,Machinery,MACHINERY
6316,"MARUYAMA MFG.CO.,INC.",Machinery,MACHINERY
6317,Kitagawa Corporation,Machinery,MACHINERY
6322,TACMINA CORPORATION,Machinery,MACHINERY
6323,RORZE CORPORATION,Machinery,MACHINERY
6324,Harmonic Drive Systems Inc.,Machinery,MACHINERY
6325,"TAKAKITA CO.,LTD.",Machinery,MACHINERY
6326,KUBOTA CORPORATION,Machinery,MACHINERY
6327,"KITAGAWA SEIKI CO.,LTD.",Machinery,MACHINERY
6328,"EBARA JITSUGYO CO.,LTD.",Machinery,MACHINERY
6330,TOYO ENGINEERING CORPORATION,Construction,CONSTRUCTION & MATERIALS
6331,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,MACHINERY
6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,MACHINERY
6333,"TEIKOKU ELECTRIC MFG. CO.,LTD.",Machinery,MACHINERY
6334,"Meiji Machine Co.,Ltd.",Machinery,MACHINERY
6335,"TOKYO KIKAI SEISAKUSHO,LTD.",Machinery,MACHINERY
6336,"ISHII HYOKI CO.,LTD.",Machinery,MACHINERY
6337,TESEC Corporation,Machinery,MACHINERY
6338,Takatori Corporation,Machinery,MACHINERY
6339,"Sintokogio,Ltd.",Machinery,MACHINERY
6340,SHIBUYA CORPORATION,Machinery,MACHINERY
6342,"Taihei Machinery Works,Limited",Machinery,MACHINERY
6343,FREESIA MACROSS CORPORATION,Machinery,MACHINERY
6345,AICHI CORPORATION,Machinery,MACHINERY
6346,"KIKUKAWA ENTERPRISE,INC.",Machinery,MACHINERY
6347,"PLACO CO.,LTD.",Machinery,MACHINERY
6349,KOMORI CORPORATION,Machinery,MACHINERY
6351,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,MACHINERY
6356,"NIPPON GEAR CO.,LTD.",Machinery,MACHINERY
6357,"Sansei Technologies,Inc.",Machinery,MACHINERY
6358,"SAKAI HEAVY INDUSTRIES,LTD.",Machinery,MACHINERY
6360,"TOKYO AUTOMATIC MACHINERY WORKS,LTD.",Machinery,MACHINERY
6361,EBARA CORPORATION,Machinery,MACHINERY
6363,"Torishima Pump Mfg.Co.,Ltd.",Machinery,MACHINERY
6364,AIRMAN CORPORATION,Machinery,MACHINERY
6365,DMW CORPORATION,Machinery,MACHINERY
6366,Chiyoda Corporation,Construction,CONSTRUCTION & MATERIALS
6367,"DAIKIN INDUSTRIES,LTD.",Machinery,MACHINERY
6368,ORGANO CORPORATION,Machinery,MACHINERY
6369,TOYO KANETSU K.K.,Machinery,MACHINERY
6370,Kurita Water Industries Ltd.,Machinery,MACHINERY
6371,TSUBAKIMOTO CHAIN CO.,Machinery,MACHINERY
6376,"NIKKISO CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,MACHINERY
6379,RAIZNEXT Corporation,Construction,CONSTRUCTION & MATERIALS
6380,"ORIENTAL CHAIN MFG. CO.,LTD.",Machinery,MACHINERY
6381,ANEST IWATA Corporation,Machinery,MACHINERY
6382,TRINITY INDUSTRIAL CORPORATION,Machinery,MACHINERY
6383,"DAIFUKU CO.,LTD.",Machinery,MACHINERY
6384,"SHOWA SHINKU CO.,LTD.",Machinery,MACHINERY
6387,SAMCO INC.,Machinery,MACHINERY
6390,"KATO WORKS CO.,LTD.",Machinery,MACHINERY
6391,KAJI TECHNOLOGY CORPORATION,Machinery,MACHINERY
6392,YAMADA CORPORATION,Machinery,MACHINERY
6393,"YUKEN KOGYO CO.,LTD.",Machinery,MACHINERY
6395,TADANO LTD.,Machinery,MACHINERY
6396,"Unozawa-gumi Iron Works,Limited",Machinery,MACHINERY
6400,"FUJI SEIKI CO.,LTD.",Machinery,MACHINERY
6402,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,MACHINERY
6403,"SUIDO KIKO KAISHA,LTD.",Machinery,MACHINERY
6405,"Suzumo Machinery Co.,Ltd.",Machinery,MACHINERY
6406,"FUJITEC CO.,LTD.",Machinery,MACHINERY
6407,CKD Corporation,Machinery,MACHINERY
6408,"OGURA CLUTCH CO.,LTD.",Machinery,MACHINERY
6412,Heiwa Corporation,Machinery,MACHINERY
6413,RISO KAGAKU CORPORATION,Machinery,MACHINERY
6417,"SANKYO CO.,LTD.",Machinery,MACHINERY
6418,"JAPAN CASH MACHINE CO.,LTD.",Machinery,MACHINERY
6419,Mars Group Holdings Corporation,Machinery,MACHINERY
6420,GALILEI CO.LTD.,Machinery,MACHINERY
6424,"TAKAMISAWA CYBERNETICS COMPANY,LTD.",Machinery,MACHINERY
6425,Universal Entertainment Corporation,Machinery,MACHINERY
6428,OIZUMI Corporation,Machinery,MACHINERY
6430,"DAIKOKU DENKI CO.,LTD.",Machinery,MACHINERY
6432,"TAKEUCHI MFG.CO.,LTD.",Machinery,MACHINERY
6433,"HEPHAIST CO.,LTD.",Machinery,MACHINERY
6436,Amano Corporation,Machinery,MACHINERY
6440,JUKI CORPORATION,Machinery,MACHINERY
6444,SANDEN CORPORATION,Machinery,MACHINERY
6445,JANOME Corporation,Machinery,MACHINERY
6448,"BROTHER INDUSTRIES,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6454,"MAX CO.,LTD.",Machinery,MACHINERY
6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6457,GLORY LTD.,Machinery,MACHINERY
6458,SINKO INDUSTRIES LTD.,Machinery,MACHINERY
6459,DAIWA INDUSTRIES LTD.,Machinery,MACHINERY
6460,SEGA SAMMY HOLDINGS INC.,Machinery,MACHINERY
6463,"TPR CO.,LTD.",Machinery,MACHINERY
6464,"TSUBAKI NAKASHIMA CO.,LTD.",Machinery,MACHINERY
6465,HOSHIZAKI CORPORATION,Machinery,MACHINERY
6466,"TVE Co.,Ltd.",Machinery,MACHINERY
6467,NICHIDAI CORPORATION,Machinery,MACHINERY
6469,"HODEN SEIMITSU KAKO KENKYUSHO CO.,LTD.",Machinery,MACHINERY
6470,"TAIHO KOGYO CO.,LTD.",Machinery,MACHINERY
6471,NSK Ltd.,Machinery,MACHINERY
6472,NTN CORPORATION,Machinery,MACHINERY
6473,JTEKT Corporation,Machinery,MACHINERY
6474,NACHI-FUJIKOSHI CORP.,Machinery,MACHINERY
6479,MINEBEA MITSUMI Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6480,"NIPPON THOMPSON CO.,LTD.",Machinery,MACHINERY
6481,"THK CO.,LTD.",Machinery,MACHINERY
6482,Yushin Company,Machinery,MACHINERY
6484,KVK CORPORATION,Machinery,MACHINERY
6485,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,MACHINERY
6486,"EAGLE INDUSTRY CO.,LTD.",Machinery,MACHINERY
6488,Yoshitake Inc.,Machinery,MACHINERY
6489,"Maezawa Industries,Inc.",Machinery,MACHINERY
6490,PILLAR Corporation,Machinery,MACHINERY
6492,OKANO VALVE MFG.CO.LTD.,Machinery,MACHINERY
6493,NITTAN Corporation,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6494,"NFK HOLDINGS CO.,Ltd",Machinery,MACHINERY
6495,"MIYAIRI VALVE MFG.CO.,LTD.",Machinery,MACHINERY
6496,"NAKAKITA SEISAKUSHO CO.,LTD.",Machinery,MACHINERY
6497,HAMAI INDUSTRIES LTD,Machinery,MACHINERY
6498,KITZ CORPORATION,Machinery,MACHINERY
6501,"Hitachi,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6503,Mitsubishi Electric Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6504,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6506,YASKAWA Electric Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6507,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6508,MEIDENSHA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6513,"Origin Company,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6516,"SANYO DENKI CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6517,"Denyo Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6518,"SANSO ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6521,OXIDE Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6522,Asterisk Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6523,PHC Holdings Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6524,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6525,KOKUSAI ELECTRIC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6526,Socionext Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6527,"WAKA MANUFACTURING CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6532,"BayCurrent,Inc.",Services,"IT & SERVICES, OTHERS"
6533,Orchestra Holdings Inc.,Services,"IT & SERVICES, OTHERS"
6535,"i-mobile Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6537,"WASHHOUSE CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6538,Disruptors Inc.,Services,"IT & SERVICES, OTHERS"
6539,"MATCHING SERVICE JAPAN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6540,SEMBA CORPORATION,Services,"IT & SERVICES, OTHERS"
6543,NISSEN INC.,Services,"IT & SERVICES, OTHERS"
6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6545,internet infinity INC.,Services,"IT & SERVICES, OTHERS"
6546,Fulltech Co.Ltd.,Services,"IT & SERVICES, OTHERS"
6547,"GREENS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6548,TABIKOBO Co.Ltd.,Services,"IT & SERVICES, OTHERS"
6549,"DM Solutions Co.,Ltd",Services,"IT & SERVICES, OTHERS"
6551,TSUNAGU GROUP HOLDINGS Inc.,Services,"IT & SERVICES, OTHERS"
6552,"GameWith,Inc.",Services,"IT & SERVICES, OTHERS"
6554,"SUS Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6555,"MS&Consulting Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6557,AIAI Group Corporation,Services,"IT & SERVICES, OTHERS"
6558,"Cookbiz Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6560,"LTS,Inc.",Services,"IT & SERVICES, OTHERS"
6561,"HANATOUR JAPAN CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6562,"Geniee,Inc.",Services,"IT & SERVICES, OTHERS"
6563,Mirai Works Inc.,Services,"IT & SERVICES, OTHERS"
6564,"MIDAC HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6565,"ABHOTEL CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6566,"KANAME KOGYO CO.,LTD.",Services,"IT & SERVICES, OTHERS"
6568,"KNC Laboratories Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6570,Kyowa Corporation,Services,"IT & SERVICES, OTHERS"
6571,"QB Net Holdings Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6572,"OPEN Group,Inc.",Services,"IT & SERVICES, OTHERS"
6573,CRAVIA Inc.,Services,"IT & SERVICES, OTHERS"
6574,Convano Inc.,Services,"IT & SERVICES, OTHERS"
6576,"Youkosha Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6577,"Bestone.Com Co.,Ltd",Services,"IT & SERVICES, OTHERS"
6578,CORREC HOLDINGS Inc.,Services,"IT & SERVICES, OTHERS"
6579,"logly,Inc.",Services,"IT & SERVICES, OTHERS"
6580,"Writeup Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
6584,"Sanoh Industrial Co.,Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6586,Makita Corporation,Machinery,MACHINERY
6588,TOSHIBA TEC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6594,NIDEC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6596,"TSUKUBASEIKO Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6597,HPC SYSTEMS Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6599,"EBRAINS,INC.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6612,BALMUDA Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6613,"QD Laser,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6614,"Shikino High-Tech CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6615,"UMC Electronics Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6616,TOREX SEMICONDUCTOR LTD.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6617,"TAKAOKA TOKO CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6619,W-SCOPE Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6620,"Miyakoshi Holdings,Inc.",Real Estate,REAL ESTATE
6622,DAIHEN CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6625,JALCO Holdings Inc.,Real Estate,REAL ESTATE
6626,SEMITEC Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6627,"Tera Probe,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6629,"TECHNO HORIZON CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6630,YA-MAN LTD.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6632,JVCKENWOOD Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6633,CGS HOLDINGS INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6634,NCXX Group Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6635,KK DI-NIKKO ENGINEERING,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6638,"MIMAKI ENGINEERING CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6644,"Osaki Electric Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6645,OMRON Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6647,"MORIO DENKI CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6648,KAWADEN CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6651,NITTO KOGYO CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6652,IDEC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6653,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6654,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6656,inspec Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6658,"Shirai Electronics Industrial Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6659,"MEDIA LINKS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6662,"Ubiteq,INC.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6663,"TAIYO TECHNOLEX CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6664,"OPTOELECTRONICS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6666,RIVER ELETEC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6668,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6670,"MCJ Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6674,GS Yuasa Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6675,"SAXA,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6676,BUFFALO INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6677,"SK-Electronics CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6678,"Techno Medica Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6694,ZOOM CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6695,"Castrico Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6696,TRaaS On Product Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6699,"DIAMOND ELECTRIC HOLDINGS Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6701,NEC Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6702,Fujitsu Limited,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6703,"Oki Electric Industry Company,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6706,"DKK Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6707,"Sanken Electric Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6718,"AIPHONE CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6721,Wintest Corp.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6723,Renesas Electronics Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6724,SEIKO EPSON CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6727,"Wacom Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6728,"ULVAC, Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6730,AXELL CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6731,PIXELA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6734,"Newtech Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
